title,genre,,,,,,
Cold Case,"Horror, Mystery, Thriller            ",,,,,,
Hero,"Action, Comedy            ",,,,,,
Rosie: The Saffron Chapter,"Horror, Thriller            ",,,,,,
Kuruthi,Thriller            ,,,,,,
One 2 Ka 4,"Action, Crime, Drama            ",,,,,,
Chekka Chivantha Vaanam,"Action, Crime, Drama            ",,,,,,
Mehndi Hai Rachne Waali,"Drama, Romance            ",,,,,,
Night Drive,"Drama, Thriller            ",,,,,,
Bheja Fry,"Comedy, Drama            ",,,,,,
China Gate,"Action, Adventure, Drama            ",,,,,,
The Killer,"Action, Crime, Drama            ",,,,,,
Jungle,"Action, Adventure, Romance            ",,,,,,
Uriyadi,"Action, Crime, Drama            ",,,,,,
Guru,"Action, Drama, Sport            ",,,,,,
Shortcut Romeo,"Action, Crime, Drama            ",,,,,,
The Baker and the Beauty,Drama            ,,,,,,
Untitled Pradeep Ranganathan Film,Comedy            ,,,,,,
Tamanna,Drama            ,,,,,,
Paisa Vasool,"Action, Comedy            ",,,,,,
Rangeela Raja,Comedy            ,,,,,,
Happy Wedding,Comedy            ,,,,,,
Hitler Didi,Drama            ,,,,,,
Final Solution,Documentary            ,,,,,,
Saahasam Swaasaga Saagipo,"Action, Romance            ",,,,,,
Anuradha Crime No. 59/2019,Thriller            ,,,,,,
Kanyadaan,"Drama, Romance            ",,,,,,
Vasuvum Saravananum Onna Padichavanga,Comedy            ,,,,,,
Superman,"Action, Fantasy, Musical            ",,,,,,
Rajini Murugan,"Action, Comedy            ",,,,,,
Hitler,"Action, Crime, Drama            ",,,,,,
8/12 Binay Badal Dinesh,"Drama, History            ",,,,,,
Undertrial,"Crime, Drama            ",,,,,,
Jagadeka Veerudu Athiloka Sundari,"Action, Comedy, Family            ",,,,,,
Aap Ke Aa Jane Se,"Drama, Romance            ",,,,,,
Souryam,"Action, Drama            ",,,,,,
Chi La Sow,"Comedy, Romance            ",,,,,,
Agni Sakshi,"Drama, Musical, Romance            ",,,,,,
Dhee Ante Dhee,"Action, Comedy, Romance            ",,,,,,
Antardhaan,Thriller            ,,,,,,
Shaadi Karke Phas Gaya Yaar,"Comedy, Drama, Romance            ",,,,,,
Shabd,"Drama, Thriller            ",,,,,,
Me Shivaji Park,Crime            ,,,,,,
Nancy an Avenge Manoeuvre,"Short, Mystery            ",,,,,,
Yeh Ballet,"Drama, Musical            ",,,,,,
Free State,"Drama, Family, Romance            ",,,,,,
Yamla Pagla Deewana Phir Se...,"Action, Comedy, Drama            ",,,,,,
Mohalla Assi,"Comedy, Drama            ",,,,,,
#Homecoming,"Drama, Musical            ",,,,,,
Kaanadante Maayavadanu,Fantasy            ,,,,,,
Phool Aur Kaante,"Action, Drama, Romance            ",,,,,,
Psycho,"Crime, Thriller            ",,,,,,
Virus,"Drama, Thriller            ",,,,,,
Dharmatma,"Action, Romance, Thriller            ",,,,,,
Coffee,Thriller            ,,,,,,
Love Story,Romance            ,,,,,,
Priyan Ottathilanu,Comedy            ,,,,,,
Billa,"Action, Crime, Thriller            ",,,,,,
Maestro,"Crime, Drama, Music            ",,,,,,
Sohreyan Da Pind Aa Gaya,Drama            ,,,,,,
Final Draft,"Comedy, Drama, Romance            ",,,,,,
Shiva,"Action, Crime, Drama            ",,,,,,
Kali,"Action, Thriller            ",,,,,,
The Swan Princess: Christmas,"Animation, Adventure, Comedy            ",,,,,,
Brahman Naman,Comedy            ,,,,,,
Rendavathu Padam,null,,,,,,
Chaahat,Drama            ,,,,,,
Kadhalar Dinam,"Drama, Musical, Romance            ",,,,,,
Kumari 21F,"Drama, Romance            ",,,,,,
Uniki,"Crime, Mystery, Thriller            ",,,,,,
Fight Club: Members Only,"Action, Crime, Drama            ",,,,,,
Ghulam-E-Musthafa,"Action, Crime, Drama            ",,,,,,
Nuvve Kavali,Romance            ,,,,,,
Saat Hindustani,"Action, Adventure, Drama            ",,,,,,
Baseraa,"Drama, Family            ",,,,,,
Doghat Tisra Aata Sagala Visara,Comedy            ,,,,,,
Lakshmi Narasimha,"Action, Drama            ",,,,,,
Antariksham 9000 kmph,"Adventure, Drama, Sci-Fi            ",,,,,,
Yeh Dil Thujhe Yaad,"Short, Music            ",,,,,,
Butterflies 2,Romance            ,,,,,,
Kalicharan,"Action, Adventure, Crime            ",,,,,,
B. Tech,"Comedy, Romance, Thriller            ",,,,,,
Rudhran,Drama            ,,,,,,
Sixer,Comedy            ,,,,,,
Gori Tere Pyaar Mein!,"Comedy, Drama, Romance            ",,,,,,
Bhai - Vyakti Ki Valli,"Biography, Comedy, Drama            ",,,,,,
Hum Paanch,"Action, Drama            ",,,,,,
Kidnap,"Action, Crime, Drama            ",,,,,,
Tevar,"Action, Drama, Romance            ",,,,,,
Tharai Thappattai,"Action, Drama, Musical            ",,,,,,
Dhamki,"Action, Drama            ",,,,,,
Rajnigandha,"Crime, Drama            ",,,,,,
Unni Ikki,Comedy            ,,,,,,
Kondaveeti Donga,"Action, Adventure, Drama            ",,,,,,
#Kaadal Kahaani,"Comedy, Drama, Family            ",,,,,,
Tarak,"Action, Drama, Romance            ",,,,,,
Naduve Antaravirali,Comedy            ,,,,,,
Dosti: Friends Forever,"Drama, Romance            ",,,,,,
Srikanta,"Action, Drama, Romance            ",,,,,,
Alma Matters - Inside the IIT Dream,Documentary            ,,,,,,
Vichithiran,"Crime, Drama, Thriller            ",,,,,,
Ranchi Diaries,Thriller            ,,,,,,
Sleepless Night,Thriller            ,,,,,,
Farz,"Action, Crime, Thriller            ",,,,,,
Parris Jeyaraj,Drama            ,,,,,,
Chutney,"Short, Comedy, Drama            ",,,,,,
Ek Ladka Ek Ladki,"Comedy, Romance            ",,,,,,
Inverso,"Short, Mystery, Sci-Fi            ",,,,,,
Bhala Thandanana,Drama            ,,,,,,
Dhaai Akshar Prem Ke,"Drama, Romance            ",,,,,,
Harmonium,Family            ,,,,,,
Dadagiri,"Action, Crime, Drama            ",,,,,,
Ram Aur Shyam,"Action, Crime, Drama            ",,,,,,
Gaon,Drama            ,,,,,,
Nazar,Thriller            ,,,,,,
Lahu Ke Do Rang,"Action, Drama            ",,,,,,
Sargam,"Drama, Musical, Romance            ",,,,,,
Jai Gangaajal,"Crime, Drama            ",,,,,,
Ganga Kinare Mora Gaon,"Drama, Romance            ",,,,,,
Mere Jeevan Saathi,"Drama, Music, Romance            ",,,,,,
Pakdam Pakdai,"Animation, Comedy            ",,,,,,
India's Daughter,"Documentary, Biography, Crime            ",,,,,,
Aahat,"Adventure, Drama, Fantasy            ",,,,,,
Kuch Pal Pyar Ke,Drama            ,,,,,,
Devdas,"Drama, Musical, Romance            ",,,,,,
Aaradhu Sinam,"Action, Crime, Thriller            ",,,,,,
The Storyteller,Drama            ,,,,,,
Pulimurugan,"Action, Thriller            ",,,,,,
Ragada,"Action, Comedy            ",,,,,,
Haasil,"Crime, Drama, Romance            ",,,,,,
Yamla Pagla Deewana 2,"Action, Comedy            ",,,,,,
Ammachi Yemba Nenapu,Drama            ,,,,,,
Bhabhi,"Comedy, Drama, Family            ",,,,,,
Hello Charlie,Comedy            ,,,,,,
Music Teacher,"Drama, Romance            ",,,,,,
Vaanam Kottattum,Drama            ,,,,,,
Gaalivaana,Crime            ,,,,,,
Lips Don't Lie,Thriller            ,,,,,,
Kilometers and Kilometers,"Adventure, Comedy, Drama            ",,,,,,
Rana Vikrama,"Action, Thriller            ",,,,,,
Noukadubi,"Drama, Romance            ",,,,,,
Bombairiya,"Comedy, Crime, Drama            ",,,,,,
Coldd Lassi Aur Chicken Masala,Romance            ,,,,,,
Chalo Dilli,"Comedy, Drama            ",,,,,,
Thirumagal,Drama            ,,,,,,
Ishaaron Ishaaron Mein,Drama            ,,,,,,
The Missing Stone,Thriller            ,,,,,,
Navrang,"Drama, Musical, Romance            ",,,,,,
Tejasvini,"Action, Drama            ",,,,,,
Game,"Action, Drama            ",,,,,,
Sethum Aayiram Pon,Family            ,,,,,,
Agilan,null,,,,,,
"Tom, Dick, and Harry","Action, Comedy, Romance            ",,,,,,
Lucky Lakshman,"Comedy, Drama, Family            ",,,,,,
Thalli Pogathey,Drama            ,,,,,,
Ladies Special,Drama            ,,,,,,
Man of the Match,"Comedy, Drama            ",,,,,,
Dr. Babasaheb Ambedkar,Documentary            ,,,,,,
Bunyan and Babe,"Animation, Adventure, Comedy            ",,,,,,
3 Storeys,Drama            ,,,,,,
Limitless,Documentary            ,,,,,,
"Road, Movie","Adventure, Comedy, Crime            ",,,,,,
Kaanchli Life in a Slough,Drama            ,,,,,,
Paachuvum Albhuthavilakkum,Comedy            ,,,,,,
Untitled AMMA Project,"Crime, Thriller            ",,,,,,
Yedyanchi Jatra,Family            ,,,,,,
Janumada Jodi,"Drama, Romance            ",,,,,,
Djinn,"Comedy, Fantasy, Horror            ",,,,,,
Peeping Tom,Romance            ,,,,,,
Shikari: The Hunter,"Action, Adventure            ",,,,,,
Dwitiyo Purush,"Drama, Mystery, Thriller            ",,,,,,
Mafia,Action            ,,,,,,
Saade Aale,"Crime, Drama            ",,,,,,
Adalat,"Action, Drama, Family            ",,,,,,
Naya Daur,"Action, Drama, Musical            ",,,,,,
Anantaram,Drama            ,,,,,,
Loha,"Action, Drama, Thriller            ",,,,,,
Baton Baton Mein,"Comedy, Romance            ",,,,,,
Thirimali,"Adventure, Comedy            ",,,,,,
Vaadivaasal,"Action, Drama            ",,,,,,
Kyaa Kool Hain Hum 3,Comedy            ,,,,,,
Akasam,Adventure            ,,,,,,
Lucky Man,Fantasy            ,,,,,,
Carry on Jatta,Comedy            ,,,,,,
Dastaan-E-Sirhind,History            ,,,,,,
Calendar Girls,Drama            ,,,,,,
Sankatmochan Mahabali Hanuman,"Family, Fantasy, War            ",,,,,,
Chandramukhi,"Action, Comedy, Drama            ",,,,,,
Bade Miyan Chote Miyan,"Action, Comedy, Musical            ",,,,,,
Taxi Driver,"Musical, Romance            ",,,,,,
Koozhangal,Drama            ,,,,,,
Endukante... Premanta,"Comedy, Fantasy, Romance            ",,,,,,
Bobby Jasoos,"Comedy, Drama, Thriller            ",,,,,,
Mahanubhavudu,"Comedy, Drama, Romance            ",,,,,,
De Dhakka,"Comedy, Drama, Family            ",,,,,,
Koorman,"Action, Mystery, Thriller            ",,,,,,
Aftermath,"Short, Thriller            ",,,,,,
Tu Rajee Re,Drama            ,,,,,,
Aap Ki Adalat,"Reality-TV, Talk-Show            ",,,,,,
Tere Jism 2,Short            ,,,,,,
Varalaaru,"Action, Drama            ",,,,,,
Boys Hostel,Comedy            ,,,,,,
Rendevouz with Simi Garewal,Talk-Show            ,,,,,,
Sailaja Reddy Alludu,"Action, Comedy, Drama            ",,,,,,
Salt n' Pepper,"Comedy, Drama, Romance            ",,,,,,
Ravan Raaj: A True Story,"Action, Crime, Thriller            ",,,,,,
Comedy Premium League,Comedy            ,,,,,,
Mere Baap Pehle Aap,"Comedy, Drama, Romance            ",,,,,,
Priyamudan,"Romance, Thriller            ",,,,,,
Posham Pa,"Crime, Drama, Thriller            ",,,,,,
Mikhael,"Action, Thriller            ",,,,,,
Pazhaya Vannarapettai,"Action, Crime, Drama            ",,,,,,
Dil Kya Kare,"Drama, Musical, Romance            ",,,,,,
Chausar: The Power Games,Drama            ,,,,,,
Mr. & Mrs.,Comedy            ,,,,,,
Rishton Ke Bhanwar Mein Uljhi Niyati,Drama            ,,,,,,
Jau Nako Dur... Baba,Drama            ,,,,,,
Kuler Achaar,"Comedy, Drama            ",,,,,,
Marigold,"Comedy, Music, Romance            ",,,,,,
Bhoothnath Returns,"Comedy, Drama, Fantasy            ",,,,,,
Amchyasarkhe Aamich,"Comedy, Crime            ",,,,,,
Ogo Bodhu Sundari,Romance            ,,,,,,
Love Scandals & Doctors,Thriller            ,,,,,,
Nadodikkattu,Comedy            ,,,,,,
Yeh Hai Jalwa,"Comedy, Drama, Romance            ",,,,,,
Kalluvathukkal Kathreena,"Drama, Romance            ",,,,,,
Haye Yeh Aag,Fantasy            ,,,,,,
Yaar Chale Bahar,"Short, Drama            ",,,,,,
Hawas,"Drama, Romance, Thriller            ",,,,,,
Climax,Thriller            ,,,,,,
Mahaan,"Action, Comedy, Drama            ",,,,,,
Daddy's Daughter,Drama            ,,,,,,
Aalwar,Action            ,,,,,,
Thadaiyara Thaakka,"Action, Crime, Drama            ",,,,,,
Meel patthar,Drama            ,,,,,,
The Great Indian Wedding,Comedy            ,,,,,,
Chanthupottu,"Comedy, Drama, Romance            ",,,,,,
Runaway Lugaai,"Comedy, Drama            ",,,,,,
Apradh - A Unfair Crime Story,Crime            ,,,,,,
Guppy,"Comedy, Drama            ",,,,,,
Saamy²,Action            ,,,,,,
Padachone Ingalu Kaatholee,Comedy            ,,,,,,
Maa,"Drama, Family            ",,,,,,
Julie,"Drama, Romance            ",,,,,,
Vanangaan,null,,,,,,
Shrikant Bashir,Action            ,,,,,,
Tum Bin...: Love Will Find a Way,"Drama, Romance            ",,,,,,
Kavaludaari,"Crime, Drama, Mystery            ",,,,,,
Badass Ravikumar,"Action, Musical            ",,,,,,
Shikaari,Drama            ,,,,,,
Raja Hindustani,"Action, Comedy, Drama            ",,,,,,
Dabangg 2,"Action, Comedy, Crime            ",,,,,,
Tere Bina Jiya Jaye Naa,Drama            ,,,,,,
Zila Ghaziabad,"Action, Crime, Drama            ",,,,,,
Monster Island,"Animation, Adventure, Comedy            ",,,,,,
Sahasam,"Action, Adventure            ",,,,,,
Parzania,"Drama, History            ",,,,,,
Penthouse,"Crime, Mystery, Thriller            ",,,,,,
Appa,Drama            ,,,,,,
Bhangra Paa Le,"Comedy, Drama, Music            ",,,,,,
Mithai,Drama            ,,,,,,
Jhalak Dikhhla Jaa,Reality-TV            ,,,,,,
Savdhaan India - Naya Adhyay,Crime            ,,,,,,
Pammal K. Sambandam,Comedy            ,,,,,,
Kadhal Kasakuthaiya,"Drama, Romance            ",,,,,,
Neelavelicham,Drama            ,,,,,,
Khelein Hum Jee Jaan Sey,"Action, Drama, History            ",,,,,,
Member Rameshan 9am Ward,"Comedy, Drama            ",,,,,,
Bai Chale Sasariye,Drama            ,,,,,,
376 D,"Crime, Thriller            ",,,,,,
Ranam,"Action, Crime, Drama            ",,,,,,
Avunu,"Horror, Thriller            ",,,,,,
Shubho Bijoya,"Short, Romance            ",,,,,,
Detective Sathyabhama,Drama            ,,,,,,
6-5=2,"Horror, Thriller            ",,,,,,
Survivor Tamil,"Adventure, Game-Show, Reality-TV            ",,,,,,
Kala Shah Kala,Comedy            ,,,,,,
Mane Lai De Ne Navrang Chundadi,Drama            ,,,,,,
Sikander 2,Drama            ,,,,,,
Ittefaq,"Crime, Mystery, Thriller            ",,,,,,
Mr. Bond,"Action, Adventure, Thriller            ",,,,,,
Wife for Night,Drama            ,,,,,,
Khamosh,"Mystery, Thriller            ",,,,,,
All in All Azhagu Raja,"Comedy, Romance            ",,,,,,
Yaro Sab Dua Karo,"Short, Romance            ",,,,,,
22 Female Kottayam,"Drama, Thriller            ",,,,,,
Triples,Comedy            ,,,,,,
Garbage,"Drama, Thriller            ",,,,,,
Kasautii Zindagii Kay,"Drama, Romance            ",,,,,,
Paying Guest,"Short, Drama            ",,,,,,
Sulthan,"Action, Drama            ",,,,,,
9: Nine,"Fantasy, Horror, Sci-Fi            ",,,,,,
Trigger,"Action, Drama, Family            ",,,,,,
Medal,Drama            ,,,,,,
Tees Maar Khan,"Action, Drama, Romance            ",,,,,,
Mayaanadhi,"Drama, Romance            ",,,,,,
Jubin Nautiyal: Lut Gaye,Music            ,,,,,,
Suryavamsam,"Comedy, Drama, Family            ",,,,,,
Seethamma Andalu Ramayya Sitralu,"Comedy, Romance            ",,,,,,
Chalti Ka Naam Gaadi,"Comedy, Musical, Romance            ",,,,,,
Two Countries,"Comedy, Drama            ",,,,,,
Mata,"Biography, Comedy            ",,,,,,
Dil Ka Kya Kasoor,"Musical, Romance            ",,,,,,
Balupu,"Action, Comedy            ",,,,,,
Tora's Husband,null,,,,,,
Commando,"Action, Drama, Romance            ",,,,,,
10th Class Diaries,Drama            ,,,,,,
Annayum Rasoolum,Romance            ,,,,,,
Chandrakanta,Fantasy            ,,,,,,
Gardish,"Action, Crime, Drama            ",,,,,,
Kadhal Azhivathillai,"Action, Comedy, Romance            ",,,,,,
Alluri Seetharama Raju,"Action, Biography, Drama            ",,,,,,
Thaen,Drama            ,,,,,,
Pyasi Chudail,Horror            ,,,,,,
Siddhartha,Drama            ,,,,,,
Kurbaan,"Action, Drama, Romance            ",,,,,,
Budhia Singh: Born to Run,"Biography, Drama, Sport            ",,,,,,
Mahakaal,"Comedy, Horror            ",,,,,,
Dus,Action            ,,,,,,
Girl in the City,Drama            ,,,,,,
Gupchup,Romance            ,,,,,,
Tari Sathe,Family            ,,,,,,
Naa Autograph Sweet Memories,"Drama, Romance            ",,,,,,
Karishma Kaa Karishma,"Comedy, Family, Fantasy            ",,,,,,
NBK 108,null,,,,,,
Ninne Pelladatha,"Romance, Comedy, Drama            ",,,,,,
Rama Shama Bhama,Comedy            ,,,,,,
Dark Web,Thriller            ,,,,,,
Stiff Upper Lips,Comedy            ,,,,,,
Irandam Ulagaporin Kadaisi Gundu,Drama            ,,,,,,
Aunty No. 1,"Comedy, Drama, Romance            ",,,,,,
Life,Drama            ,,,,,,
Raaz,"Thriller, Mystery            ",,,,,,
Jaanwar Aur Insaan,"Action, Adventure, Thriller            ",,,,,,
Subhash Chandra Bose: The Mystery,"Documentary, Mystery            ",,,,,,
Alag: He Is Different.... He Is Alone...,"Action, Drama, Fantasy            ",,,,,,
Maha-Sangram,"Action, Drama, Romance            ",,,,,,
Meme Boys,"Comedy, Drama            ",,,,,,
Crime alert,Crime            ,,,,,,
The Hitlist,"Action, Thriller            ",,,,,,
Jaan Tere Naam,"Drama, Romance            ",,,,,,
Om Namah Shivay,"Drama, Fantasy            ",,,,,,
Chuhiya,null,,,,,,
Jugnu,"Action, Drama, Thriller            ",,,,,,
Sayanna Varthakal,"Comedy, Thriller            ",,,,,,
100%,Comedy            ,,,,,,
Ek Je Chhilo Raja,"Drama, Mystery, Thriller            ",,,,,,
Thamizh Padam 2,Comedy            ,,,,,,
Lunch with My Friend's Wife,"Short, Drama            ",,,,,,
Daku Hasina,"Action, Drama            ",,,,,,
Balache Baap Brahmachari,"Comedy, Drama            ",,,,,,
Thiruttu Payale 2,"Crime, Drama, Thriller            ",,,,,,
Salim,"Action, Thriller            ",,,,,,
Ek Ajnabee,"Action, Crime, Drama            ",,,,,,
Arjun: The Warrior Prince,"Animation, Action, Adventure            ",,,,,,
Couple Goals Season 3,Comedy            ,,,,,,
18 Pages,Romance            ,,,,,,
Nanpakal Nerathu Mayakkam,null,,,,,,
Atithi Devobhava,"Drama, Romance            ",,,,,,
Gunda,"Action, Comedy, Crime            ",,,,,,
Krantiveer,"Action, Crime, Drama            ",,,,,,
Innale Vare,"Drama, Thriller            ",,,,,,
Silsila Badalte Rishton Ka,"Drama, Romance            ",,,,,,
Suryaputra Karn,Fantasy            ,,,,,,
Viswasam,"Action, Drama            ",,,,,,
Meesha Madhavan,"Comedy, Drama            ",,,,,,
Sufiyana Pyaar Mera,Romance            ,,,,,,
Ormakalil,Thriller            ,,,,,,
Tirandaj Shabor,"Mystery, Thriller            ",,,,,,
Kannana Kanne,Drama            ,,,,,,
Bheed,null,,,,,,
Ilaaka,"Action, Drama            ",,,,,,
Anjathe,"Action, Drama, Thriller            ",,,,,,
Eenadu,Crime            ,,,,,,
Sadhu Aur Shaitaan,"Comedy, Thriller            ",,,,,,
Nathicharami,Drama            ,,,,,,
Yeh Vaada Raha,"Romance, Musical, Drama            ",,,,,,
Prem Pujari,"Action, Drama, Musical            ",,,,,,
Meri Awas Suno,"Drama, Musical            ",,,,,,
Sons of Speed,Documentary            ,,,,,,
Vidhi,Drama            ,,,,,,
Sri Rama Rajyam,"Drama, Fantasy            ",,,,,,
Ghore Pherar Gaan,Romance            ,,,,,,
Attagasam,"Action, Drama            ",,,,,,
Tapaal,Drama            ,,,,,,
Sandai Kozhi,Action            ,,,,,,
In,"Drama, Mystery, Thriller            ",,,,,,
Khatta Meetha,"Comedy, Drama            ",,,,,,
Chandrawal,Drama            ,,,,,,
Rabb Ne Banaiyan Jodiean,"Action, Comedy, Crime            ",,,,,,
AI 1.0,Sci-Fi            ,,,,,,
Anwar Ka Ajab Kissa,"Adventure, Comedy, Drama            ",,,,,,
Neeya Naana,Talk-Show            ,,,,,,
Dil Pardesi Ho Gayaa,"Romance, Drama            ",,,,,,
You Me and My Padosan,Romance            ,,,,,,
Achena Uttam,"Biography, Drama            ",,,,,,
Maaza Agadbam,Drama            ,,,,,,
Break Ke Baad,"Comedy, Drama, Romance            ",,,,,,
Anubhavinchu Raja,Comedy            ,,,,,,
Aaina,Drama            ,,,,,,
Jaguar,Action            ,,,,,,
Anji,"Action, Adventure, Drama            ",,,,,,
Sadda Haq,"Action, Drama, Thriller            ",,,,,,
Yaara Dildara,"Romance, Drama, Family            ",,,,,,
Devil's Daughter,"Comedy, Drama, Fantasy            ",,,,,,
Mr & Mrs 420 Returns,Comedy            ,,,,,,
Driver Ramudu,"Action, Drama            ",,,,,,
Classmates,"Drama, Mystery, Romance            ",,,,,,
Kolkata Chalantika,Drama            ,,,,,,
Pardes Mein Hai Mera Dil,Romance            ,,,,,,
Suhagraat,"Short, Comedy            ",,,,,,
Yeto Vellipoyindhi Manasu,"Drama, Romance            ",,,,,,
Bombers,Drama            ,,,,,,
Mon Mane Na,"Action, Comedy, Drama            ",,,,,,
Saawan... The Love Season,"Drama, Fantasy, Romance            ",,,,,,
Jamai 2.0,Drama            ,,,,,,
Bloody Mary,"Crime, Thriller            ",,,,,,
Kapatadhaari,"Crime, Drama, Thriller            ",,,,,,
Balika Vadhu,Drama            ,,,,,,
M. Kumaran S/O Mahalakshmi,"Action, Drama, Sport            ",,,,,,
Five Six Seven Eight,Drama            ,,,,,,
Pankhirya Udi Udi 2,Romance            ,,,,,,
Attakathi,"Comedy, Romance            ",,,,,,
The Gentleman,"Action, Drama            ",,,,,,
Kadvi Hawa,Drama            ,,,,,,
Sainik,"Action, Drama, Romance            ",,,,,,
Dil Ki Dastak,"Musical, Romance            ",,,,,,
Mayabazaar 2016,"Comedy, Crime, Drama            ",,,,,,
Dil Ko Karaar Aaya,Music            ,,,,,,
Bangali Babu English Mem,"Comedy, Musical, Romance            ",,,,,,
Dev Bhoomi,Drama            ,,,,,,
Kabhi Na Kabhi,"Action, Drama, Romance            ",,,,,,
Mask,"Comedy, Thriller            ",,,,,,
Dandupalya 2,Crime            ,,,,,,
Wajood,"Action, Crime, Drama            ",,,,,,
Mohabbat,"Drama, Romance            ",,,,,,
Lokmanya Ek Yugpurush,History            ,,,,,,
Love Shots,Romance            ,,,,,,
Chhappad Phaad Ke,Drama            ,,,,,,
Aravindante Athidhikal,"Comedy, Drama            ",,,,,,
Pattathu Yaanai,Action            ,,,,,,
Mee Shivajiraje Bhosale Boltoy,Drama            ,,,,,,
Medically Yourrs,Drama            ,,,,,,
Mohammad and Urvashi,"Short, Drama, Mystery            ",,,,,,
Doli Saja Ke Rakhna,"Drama, Romance            ",,,,,,
Red Market,Documentary            ,,,,,,
Zamaana Deewana,"Action, Comedy, Drama            ",,,,,,
Bhairavi: Aavigalukku Priyamanaval,Horror            ,,,,,,
Hostel Days,"Drama, Musical            ",,,,,,
Paroksh,"Short, Drama            ",,,,,,
Nisha,Thriller            ,,,,,,
Agni Siragugal,"Action, Thriller            ",,,,,,
Laagi Tujhse Lagan,"Crime, Drama, Romance            ",,,,,,
Major Saab,"Action, Drama, Romance            ",,,,,,
Sapthagiri LLB,"Comedy, Drama            ",,,,,,
Heart Attack,"Action, Romance            ",,,,,,
Barkhaa,"Drama, Romance            ",,,,,,
Gulmohar,Drama            ,,,,,,
Rajathandhiram,"Action, Crime, Thriller            ",,,,,,
Aasma,"Action, Crime, Drama            ",,,,,,
Size Matters,Drama            ,,,,,,
Mukta Mukta,"Drama, Romance            ",,,,,,
Khud-Daar,"Action, Drama            ",,,,,,
Drona,"Action, Adventure, Fantasy            ",,,,,,
Mirch Masala,"Drama, Thriller            ",,,,,,
Chaudhvin Ka Chand,"Drama, Musical, Romance            ",,,,,,
Sivakaasi,"Action, Drama            ",,,,,,
Pooja Meri Jaan,Thriller            ,,,,,,
Banoo Main Teri Dulhann,"Drama, Romance            ",,,,,,
Mogali Rekulu,Romance            ,,,,,,
Sukran,"Action, Drama, Thriller            ",,,,,,
Thaniyavartanam,Drama            ,,,,,,
Love J Action,Action            ,,,,,,
Gandhi & Co.,Drama            ,,,,,,
Veerapandiya Kattabomman,"Biography, Drama, History            ",,,,,,
Point Blank,"Crime, Drama            ",,,,,,
Mind the Malhotras,Comedy            ,,,,,,
Natpukkaga,Drama            ,,,,,,
Zaalim,"Action, Drama            ",,,,,,
Jaanam Samjha Karo,"Drama, Romance            ",,,,,,
Mere Angane Main,Drama            ,,,,,,
Dastaan-E-Mohabbat: Salim Anarkali,"Drama, History, Romance            ",,,,,,
Echarikkai Idhu Manithargal Nadamadum Idam,"Crime, Drama            ",,,,,,
Ishq,"Comedy, Romance            ",,,,,,
Ratri Ke Yatri,Drama            ,,,,,,
21: Battle of Saragarhi,War            ,,,,,,
The Aam Aadmi Family,"Comedy, Drama            ",,,,,,
Vettaiyaadu Vilaiyaadu,"Action, Crime, Thriller            ",,,,,,
The Villain,"Action, Thriller            ",,,,,,
Rangrasiya,Drama            ,,,,,,
Maara,"Adventure, Drama, Mystery            ",,,,,,
Filhall Part 2,Music            ,,,,,,
Anwar,"Drama, Romance, Thriller            ",,,,,,
12 O'Clock,"Horror, Thriller            ",,,,,,
Runh: The Debt,Drama            ,,,,,,
Garm Hava,Drama            ,,,,,,
Gentleman,"Action, Drama, Thriller            ",,,,,,
Shor,Drama            ,,,,,,
Spirit,null,,,,,,
Koshish,Drama            ,,,,,,
Room No 420,Romance            ,,,,,,
Ek,"Action, Drama            ",,,,,,
Bheemante Vazhi,Comedy            ,,,,,,
Prem Prakaran,"Drama, Romance            ",,,,,,
Kucch To Hai,"Horror, Mystery            ",,,,,,
Kalyug,Drama            ,,,,,,
Maiyar Ma Mandu Nathi Lagtu,Drama            ,,,,,,
Inkaar,"Drama, Romance, Thriller            ",,,,,,
Satyamev Jayate,"Documentary, Talk-Show            ",,,,,,
Sara's,"Comedy, Romance            ",,,,,,
Ludo King,Family            ,,,,,,
Pataas,"Action, Comedy, Crime            ",,,,,,
Traffic Signal,Drama            ,,,,,,
Anbe Vaa,"Comedy, Romance            ",,,,,,
Rajkumar,"Musical, Drama, Comedy            ",,,,,,
Jo Bole So Nihaal,"Action, Comedy, Thriller            ",,,,,,
Piya Ke Gaon,Drama            ,,,,,,
Hello Brother,"Action, Comedy, Fantasy            ",,,,,,
Aaaah,"Adventure, Horror, Thriller            ",,,,,,
Mamangam,"Action, Drama, History            ",,,,,,
Yellow Board,"Crime, Drama, Thriller            ",,,,,,
Rudrabinar Obhishaap,"Adventure, Musical, Mystery            ",,,,,,
Nach Baliye,"Musical, Reality-TV            ",,,,,,
Subharathri,"Drama, Romance            ",,,,,,
Kick,"Action, Comedy, Drama            ",,,,,,
Narasimha,"Action, Drama            ",,,,,,
Chand Chupa Badal Mein,"Drama, Romance            ",,,,,,
Etham,"Drama, Family, Romance            ",,,,,,
Feludar Goyendagiri,Mystery            ,,,,,,
Bairi Piya,Drama            ,,,,,,
Dharmputra,Drama            ,,,,,,
Velmurugan Borewells,Drama            ,,,,,,
Maula Jatt,"Action, Drama, Musical            ",,,,,,
Jayantabhai Ki Luv Story,"Action, Comedy, Romance            ",,,,,,
X or Y,null,,,,,,
Gehraiyaan,Horror            ,,,,,,
Jagame maya,Drama            ,,,,,,
